season,team_id,team,team_season_id,snapshot_date,checkpoint_pct,dataset_role,made_playoffs,season_pct,points_per_game,win_pct,goal_diff_per_game,last_5_points,last_5_goal_diff,points_rank_pct,points_gap_to_cutline,playoff_share,games_played,scheduled_games,games_remaining,league_teams,playoff_spots,points,match_points,points_adjustment,wins,draws,losses,goals_for,goals_against,goal_diff,cutline_points,last_5_games,last_match_date,baseline_top_k,source_url
2017,15363,Seattle Reign FC,2017_15363,2017-07-22,0.6,train,No,0.625,1.6,0.4,0.5333333333333333,10,2,0.3333333333333333,0,0.4,15,24,9,10,4,24,24,0,6,6,3,30,22,8,24,5,2017-07-22,Yes,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2017&limit=1000
2017,15364,Sky Blue FC,2017_15364,2017-07-22,0.6,train,No,0.6666666666666666,1.4375,0.4375,0.0,7,0,0.4444444444444444,-1,0.4,16,24,8,10,4,23,23,0,7,2,7,28,28,0,24,5,2017-07-22,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2017&limit=1000
2017,15361,FC Kansas City,2017_15361,2017-07-22,0.6,train,No,0.5833333333333334,0.9285714285714286,0.21428571428571427,-0.5714285714285714,1,-8,0.8888888888888888,-11,0.4,14,24,10,10,4,13,13,0,3,4,7,14,22,-8,24,5,2017-07-15,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2017&limit=1000
2017,17346,Houston Dash,2017_17346,2017-07-22,0.6,train,No,0.625,1.3333333333333333,0.4,-0.4666666666666667,11,3,0.5555555555555556,-4,0.4,15,24,9,10,4,20,20,0,6,2,7,16,23,-7,24,5,2017-07-22,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2017&limit=1000
2017,15359,Boston Breakers,2017_15359,2017-07-22,0.6,train,No,0.625,0.9333333333333333,0.2,-0.4,6,0,0.7777777777777778,-10,0.4,15,24,9,10,4,14,14,0,3,5,7,10,16,-6,24,5,2017-07-22,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2017&limit=1000
2017,15365,Washington Spirit,2017_15365,2017-07-22,0.6,train,No,0.5833333333333334,0.8571428571428571,0.21428571428571427,-0.5,4,-2,1.0,-12,0.4,14,24,10,10,4,12,12,0,3,3,8,17,24,-7,24,5,2017-07-22,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2017&limit=1000
2017,15366,North Carolina Courage,2017_15366,2017-08-12,0.7,train,Yes,0.6666666666666666,2.0625,0.6875,0.5625,9,2,0.0,7,0.4,16,24,8,10,4,33,33,0,11,0,5,22,13,9,26,5,2017-08-10,Yes,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2017&limit=1000
2017,15362,Portland Thorns FC,2017_15362,2017-08-12,0.7,train,Yes,0.7083333333333334,1.8235294117647058,0.5294117647058824,0.47058823529411764,13,4,0.1111111111111111,5,0.4,17,24,7,10,4,31,31,0,9,4,4,24,16,8,26,5,2017-08-12,Yes,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2017&limit=1000
2017,18206,Orlando Pride,2017_18206,2017-08-12,0.7,train,Yes,0.75,1.4444444444444444,0.3888888888888889,0.5,10,10,0.3333333333333333,0,0.4,18,24,6,10,4,26,26,0,7,5,6,33,24,9,26,5,2017-08-12,Yes,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2017&limit=1000
2017,15360,Chicago Red Stars,2017_15360,2017-08-12,0.7,train,Yes,0.7083333333333334,1.7058823529411764,0.47058823529411764,0.29411764705882354,6,0,0.2222222222222222,3,0.4,17,24,7,10,4,29,29,0,8,5,4,23,18,5,26,5,2017-08-12,Yes,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2017&limit=1000
2017,15363,Seattle Reign FC,2017_15363,2017-08-12,0.7,train,No,0.6666666666666666,1.5,0.375,0.4375,7,0,0.4444444444444444,-2,0.4,16,24,8,10,4,24,24,0,6,6,4,30,23,7,26,5,2017-08-05,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2017&limit=1000
2017,15364,Sky Blue FC,2017_15364,2017-08-12,0.7,train,No,0.75,1.2777777777777777,0.3888888888888889,-0.4444444444444444,4,-8,0.5555555555555556,-3,0.4,18,24,6,10,4,23,23,0,7,2,9,29,37,-8,26,5,2017-08-12,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2017&limit=1000
2017,15361,FC Kansas City,2017_15361,2017-08-12,0.7,train,No,0.6666666666666666,0.875,0.1875,-0.5625,1,-6,1.0,-12,0.4,16,24,8,10,4,14,14,0,3,5,8,16,25,-9,26,5,2017-08-10,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2017&limit=1000
2017,17346,Houston Dash,2017_17346,2017-08-12,0.7,train,No,0.6666666666666666,1.25,0.375,-0.5,10,2,0.6666666666666666,-6,0.4,16,24,8,10,4,20,20,0,6,2,8,17,25,-8,26,5,2017-08-05,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2017&limit=1000
2017,15359,Boston Breakers,2017_15359,2017-08-12,0.7,train,No,0.7083333333333334,0.9411764705882353,0.17647058823529413,-0.35294117647058826,4,-1,0.8333333333333334,-10,0.4,17,24,7,10,4,16,16,0,3,7,7,14,20,-6,26,5,2017-08-12,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2017&limit=1000
2017,15365,Washington Spirit,2017_15365,2017-08-12,0.7,train,No,0.7083333333333334,0.9411764705882353,0.23529411764705882,-0.4117647058823529,4,-2,0.8333333333333334,-10,0.4,17,24,7,10,4,16,16,0,4,4,9,23,30,-7,26,5,2017-08-12,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2017&limit=1000
2017,15366,North Carolina Courage,2017_15366,2017-08-26,0.8,train,Yes,0.75,2.1666666666666665,0.7222222222222222,0.6666666666666666,12,4,0.0,7,0.4,18,24,6,10,4,39,39,0,13,0,5,26,14,12,32,5,2017-08-19,Yes,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2017&limit=1000
2017,15362,Portland Thorns FC,2017_15362,2017-08-26,0.8,train,Yes,0.8333333333333334,1.85,0.55,0.5,12,4,0.1111111111111111,5,0.4,20,24,4,10,4,37,37,0,11,4,5,29,19,10,32,5,2017-08-26,Yes,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2017&limit=1000
2017,18206,Orlando Pride,2017_18206,2017-08-26,0.8,train,Yes,0.8333333333333334,1.6,0.45,0.55,13,10,0.2777777777777778,0,0.4,20,24,4,10,4,32,32,0,9,5,6,37,26,11,32,5,2017-08-26,Yes,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2017&limit=1000
2017,15360,Chicago Red Stars,2017_15360,2017-08-26,0.8,train,Yes,0.8333333333333334,1.6,0.45,0.15,4,-3,0.2777777777777778,0,0.4,20,24,4,10,4,32,32,0,9,5,6,27,24,3,32,5,2017-08-26,Yes,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2017&limit=1000
2017,15363,Seattle Reign FC,2017_15363,2017-08-26,0.8,train,No,0.8333333333333334,1.35,0.35,0.25,3,-3,0.5555555555555556,-5,0.4,20,24,4,10,4,27,27,0,7,6,7,38,33,5,32,5,2017-08-26,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2017&limit=1000
2017,15364,Sky Blue FC,2017_15364,2017-08-26,0.8,train,No,0.8333333333333334,1.45,0.45,-0.3,6,-7,0.4444444444444444,-3,0.4,20,24,4,10,4,29,29,0,9,2,9,35,41,-6,32,5,2017-08-26,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2017&limit=1000
2017,15361,FC Kansas City,2017_15361,2017-08-26,0.8,train,No,0.8333333333333334,1.15,0.3,-0.3,9,2,0.7222222222222222,-9,0.4,20,24,4,10,4,23,23,0,6,5,9,23,29,-6,32,5,2017-08-26,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2017&limit=1000
2017,17346,Houston Dash,2017_17346,2017-08-26,0.8,train,No,0.7916666666666666,1.2105263157894737,0.3684210526315789,-0.47368421052631576,6,-1,0.7222222222222222,-9,0.4,19,24,5,10,4,23,23,0,7,2,10,20,29,-9,32,5,2017-08-19,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2017&limit=1000
2017,15359,Boston Breakers,2017_15359,2017-08-26,0.8,train,No,0.8333333333333334,0.8,0.15,-0.5,2,-4,0.9444444444444444,-16,0.4,20,24,4,10,4,16,16,0,3,7,10,16,26,-10,32,5,2017-08-26,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2017&limit=1000
2017,15365,Washington Spirit,2017_15365,2017-08-26,0.8,train,No,0.7916666666666666,0.8421052631578947,0.21052631578947367,-0.5263157894736842,4,-3,0.9444444444444444,-16,0.4,19,24,5,10,4,16,16,0,4,4,11,24,34,-10,32,5,2017-08-26,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2017&limit=1000
2018,15366,North Carolina Courage,2018_15366,2018-05-27,0.4,train,Yes,0.4166666666666667,2.6,0.8,1.0,13,5,0.0,11,0.4444444444444444,10,24,14,9,4,26,26,0,8,2,0,19,9,10,15,5,2018-05-23,Yes,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,15362,Portland Thorns FC,2018_15362,2018-05-27,0.4,train,Yes,0.4166666666666667,1.5,0.4,0.2,7,1,0.3125,0,0.4444444444444444,10,24,14,9,4,15,15,0,4,3,3,14,12,2,15,5,2018-05-25,Yes,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,15363,Seattle Reign FC,2018_15363,2018-05-27,0.4,train,Yes,0.375,1.8888888888888888,0.5555555555555556,0.5555555555555556,10,4,0.125,2,0.4444444444444444,9,24,15,9,4,17,17,0,5,2,2,13,8,5,15,5,2018-05-26,Yes,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,15360,Chicago Red Stars,2018_15360,2018-05-27,0.4,train,Yes,0.4583333333333333,1.0909090909090908,0.18181818181818182,-0.18181818181818182,3,-5,0.625,-3,0.4444444444444444,11,24,13,9,4,12,12,0,2,6,3,14,16,-2,15,5,2018-05-26,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,19141,Utah Royals,2018_19141,2018-05-27,0.4,train,No,0.375,1.2222222222222223,0.2222222222222222,0.0,8,1,0.75,-4,0.4444444444444444,9,24,15,9,4,11,11,0,2,5,2,7,7,0,15,5,2018-05-25,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,17346,Houston Dash,2018_17346,2018-05-27,0.4,train,No,0.4583333333333333,1.1818181818181819,0.2727272727272727,-0.36363636363636365,8,1,0.5,-2,0.4444444444444444,11,24,13,9,4,13,13,0,3,4,4,12,16,-4,15,5,2018-05-27,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,18206,Orlando Pride,2018_18206,2018-05-27,0.4,train,No,0.4166666666666667,1.5,0.4,0.3,10,5,0.3125,0,0.4444444444444444,10,24,14,9,4,15,15,0,4,3,3,16,13,3,15,5,2018-05-26,Yes,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,15365,Washington Spirit,2018_15365,2018-05-27,0.4,train,No,0.4166666666666667,0.8,0.2,-0.5,3,-4,0.875,-7,0.4444444444444444,10,24,14,9,4,8,8,0,2,2,6,10,15,-5,15,5,2018-05-27,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,15364,Sky Blue FC,2018_15364,2018-05-27,0.4,train,No,0.3333333333333333,0.125,0.0,-1.125,0,-7,1.0,-14,0.4444444444444444,8,24,16,9,4,1,1,0,0,1,7,5,14,-9,15,5,2018-05-26,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,15366,North Carolina Courage,2018_15366,2018-06-16,0.5,train,Yes,0.5416666666666666,2.3076923076923075,0.6923076923076923,0.9230769230769231,10,4,0.0,13,0.4444444444444444,13,24,11,9,4,30,30,0,9,3,1,24,12,12,17,5,2018-06-16,Yes,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,15362,Portland Thorns FC,2018_15362,2018-06-16,0.5,train,Yes,0.5,1.3333333333333333,0.3333333333333333,-0.08333333333333333,7,-1,0.5625,-1,0.4444444444444444,12,24,12,9,4,16,16,0,4,4,4,16,17,-1,17,5,2018-06-16,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,15363,Seattle Reign FC,2018_15363,2018-06-16,0.5,train,Yes,0.4583333333333333,1.7272727272727273,0.45454545454545453,0.45454545454545453,6,0,0.1875,2,0.4444444444444444,11,24,13,9,4,19,19,0,5,4,2,13,8,5,17,5,2018-06-16,Yes,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,15360,Chicago Red Stars,2018_15360,2018-06-16,0.5,train,Yes,0.5416666666666666,1.2307692307692308,0.23076923076923078,0.0,6,-1,0.5625,-1,0.4444444444444444,13,24,11,9,4,16,16,0,3,7,3,17,17,0,17,5,2018-06-16,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,19141,Utah Royals,2018_19141,2018-06-16,0.5,train,No,0.4583333333333333,1.5454545454545454,0.36363636363636365,0.18181818181818182,10,1,0.375,0,0.4444444444444444,11,24,13,9,4,17,17,0,4,5,2,10,8,2,17,5,2018-06-16,Yes,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,17346,Houston Dash,2018_17346,2018-06-16,0.5,train,No,0.5,1.1666666666666667,0.25,-0.3333333333333333,8,1,0.75,-3,0.4444444444444444,12,24,12,9,4,14,14,0,3,5,4,13,17,-4,17,5,2018-06-03,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,18206,Orlando Pride,2018_18206,2018-06-16,0.5,train,No,0.5,1.5833333333333333,0.4166666666666667,0.3333333333333333,10,4,0.1875,2,0.4444444444444444,12,24,12,9,4,19,19,0,5,4,3,19,15,4,17,5,2018-06-16,Yes,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,15365,Washington Spirit,2018_15365,2018-06-16,0.5,train,No,0.5416666666666666,0.7692307692307693,0.15384615384615385,-0.5384615384615384,5,-2,0.875,-7,0.4444444444444444,13,24,11,9,4,10,10,0,2,4,7,10,17,-7,17,5,2018-06-16,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,15364,Sky Blue FC,2018_15364,2018-06-16,0.5,train,No,0.4583333333333333,0.18181818181818182,0.0,-1.0,1,-4,1.0,-15,0.4444444444444444,11,24,13,9,4,2,2,0,0,2,9,8,19,-11,17,5,2018-06-16,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,15366,North Carolina Courage,2018_15366,2018-07-01,0.6,train,Yes,0.625,2.4,0.7333333333333333,1.2,10,8,0.0,14,0.4444444444444444,15,24,9,9,4,36,36,0,11,3,1,31,13,18,22,5,2018-06-30,Yes,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,15362,Portland Thorns FC,2018_15362,2018-07-01,0.6,train,Yes,0.625,1.3333333333333333,0.3333333333333333,0.0,5,-2,0.625,-2,0.4444444444444444,15,24,9,9,4,20,20,0,5,5,5,20,20,0,22,5,2018-06-30,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,15363,Seattle Reign FC,2018_15363,2018-07-01,0.6,train,Yes,0.5833333333333334,1.6428571428571428,0.42857142857142855,0.21428571428571427,6,-2,0.125,1,0.4444444444444444,14,24,10,9,4,23,23,0,6,5,3,15,12,3,22,5,2018-06-30,Yes,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,15360,Chicago Red Stars,2018_15360,2018-07-01,0.6,train,Yes,0.625,1.4666666666666666,0.3333333333333333,0.26666666666666666,10,3,0.3125,0,0.4444444444444444,15,24,9,9,4,22,22,0,5,7,3,21,17,4,22,5,2018-07-01,Yes,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,19141,Utah Royals,2018_19141,2018-07-01,0.6,train,No,0.5833333333333334,1.5,0.35714285714285715,0.14285714285714285,10,2,0.5,-1,0.4444444444444444,14,24,10,9,4,21,21,0,5,6,3,13,11,2,22,5,2018-06-30,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,17346,Houston Dash,2018_17346,2018-07-01,0.6,train,No,0.5833333333333334,1.2142857142857142,0.2857142857142857,-0.35714285714285715,10,1,0.75,-5,0.4444444444444444,14,24,10,9,4,17,17,0,4,5,5,16,21,-5,22,5,2018-06-27,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,18206,Orlando Pride,2018_18206,2018-07-01,0.6,train,No,0.625,1.4666666666666666,0.4,0.06666666666666667,7,-2,0.3125,0,0.4444444444444444,15,24,9,9,4,22,22,0,6,4,5,21,20,1,22,5,2018-06-30,Yes,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,15365,Washington Spirit,2018_15365,2018-07-01,0.6,train,No,0.625,0.6666666666666666,0.13333333333333333,-0.6666666666666666,2,-5,0.875,-12,0.4444444444444444,15,24,9,9,4,10,10,0,2,4,9,10,20,-10,22,5,2018-07-01,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,15364,Sky Blue FC,2018_15364,2018-07-01,0.6,train,No,0.5416666666666666,0.23076923076923078,0.0,-1.0,2,-4,1.0,-19,0.4444444444444444,13,24,11,9,4,3,3,0,0,3,10,10,23,-13,22,5,2018-06-30,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,15366,North Carolina Courage,2018_15366,2018-07-14,0.7,train,Yes,0.75,2.5,0.7777777777777778,1.5,15,15,0.0,17,0.4444444444444444,18,24,6,9,4,45,45,0,14,3,1,41,14,27,28,5,2018-07-14,Yes,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,15362,Portland Thorns FC,2018_15362,2018-07-14,0.7,train,Yes,0.6666666666666666,1.4375,0.375,0.25,8,5,0.5,-5,0.4444444444444444,16,24,8,9,4,23,23,0,6,5,5,24,20,4,28,5,2018-07-06,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,15363,Seattle Reign FC,2018_15363,2018-07-14,0.7,train,Yes,0.7083333333333334,1.7058823529411764,0.47058823529411764,0.29411764705882354,10,3,0.125,1,0.4444444444444444,17,24,7,9,4,29,29,0,8,5,4,19,14,5,28,5,2018-07-14,Yes,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,15360,Chicago Red Stars,2018_15360,2018-07-14,0.7,train,Yes,0.75,1.5555555555555556,0.3888888888888889,0.2222222222222222,12,4,0.3125,0,0.4444444444444444,18,24,6,9,4,28,28,0,7,7,4,26,22,4,28,5,2018-07-14,Yes,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,19141,Utah Royals,2018_19141,2018-07-14,0.7,train,No,0.7083333333333334,1.2352941176470589,0.29411764705882354,-0.23529411764705882,4,-4,0.625,-7,0.4444444444444444,17,24,7,9,4,21,21,0,5,6,6,14,18,-4,28,5,2018-07-14,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,17346,Houston Dash,2018_17346,2018-07-14,0.7,train,No,0.6666666666666666,1.25,0.3125,-0.3125,7,-1,0.75,-8,0.4444444444444444,16,24,8,9,4,20,20,0,5,5,6,20,25,-5,28,5,2018-07-11,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,18206,Orlando Pride,2018_18206,2018-07-14,0.7,train,No,0.75,1.5555555555555556,0.4444444444444444,0.05555555555555555,6,-4,0.3125,0,0.4444444444444444,18,24,6,9,4,28,28,0,8,4,6,26,25,1,28,5,2018-07-14,Yes,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,15365,Washington Spirit,2018_15365,2018-07-14,0.7,train,No,0.7083333333333334,0.5882352941176471,0.11764705882352941,-0.7647058823529411,1,-6,0.875,-18,0.4444444444444444,17,24,7,9,4,10,10,0,2,4,11,11,24,-13,28,5,2018-07-11,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,15364,Sky Blue FC,2018_15364,2018-07-14,0.7,train,No,0.625,0.2,0.0,-1.2666666666666666,1,-9,1.0,-25,0.4444444444444444,15,24,9,9,4,3,3,0,0,3,12,11,30,-19,28,5,2018-07-14,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,15366,North Carolina Courage,2018_15366,2018-08-10,0.8,train,Yes,0.875,2.380952380952381,0.7142857142857143,1.3333333333333333,11,7,0.0,21,0.4444444444444444,21,24,3,9,4,50,50,0,15,5,1,44,16,28,29,5,2018-08-10,Yes,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,15362,Portland Thorns FC,2018_15362,2018-08-10,0.8,train,Yes,0.7916666666666666,1.5263157894736843,0.42105263157894735,0.3157894736842105,9,5,0.4375,0,0.4444444444444444,19,24,5,9,4,29,29,0,8,5,6,30,24,6,29,5,2018-08-05,Yes,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,15363,Seattle Reign FC,2018_15363,2018-08-10,0.8,train,Yes,0.7916666666666666,1.736842105263158,0.47368421052631576,0.3684210526315789,10,4,0.125,4,0.4444444444444444,19,24,5,9,4,33,33,0,9,6,4,22,15,7,29,5,2018-08-05,Yes,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,15360,Chicago Red Stars,2018_15360,2018-08-10,0.8,train,Yes,0.7916666666666666,1.5263157894736843,0.3684210526315789,0.21052631578947367,10,2,0.4375,0,0.4444444444444444,19,24,5,9,4,29,29,0,7,8,4,27,23,4,29,5,2018-08-10,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,19141,Utah Royals,2018_19141,2018-08-10,0.8,train,No,0.8333333333333334,1.4,0.35,-0.1,7,0,0.625,-1,0.4444444444444444,20,24,4,9,4,28,28,0,7,7,6,17,19,-2,29,5,2018-08-08,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,17346,Houston Dash,2018_17346,2018-08-10,0.8,train,No,0.7916666666666666,1.2105263157894737,0.3157894736842105,-0.3684210526315789,6,-2,0.75,-6,0.4444444444444444,19,24,5,9,4,23,23,0,6,5,8,23,30,-7,29,5,2018-08-05,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,18206,Orlando Pride,2018_18206,2018-08-10,0.8,train,No,0.8333333333333334,1.5,0.4,0.05,8,0,0.25,1,0.4444444444444444,20,24,4,9,4,30,30,0,8,6,6,29,28,1,29,5,2018-08-05,Yes,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,15365,Washington Spirit,2018_15365,2018-08-10,0.8,train,No,0.8333333333333334,0.5,0.1,-0.85,0,-7,0.875,-19,0.4444444444444444,20,24,4,9,4,10,10,0,2,4,14,11,28,-17,29,5,2018-08-08,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2018,15364,Sky Blue FC,2018_15364,2018-08-10,0.8,train,No,0.7083333333333334,0.23529411764705882,0.0,-1.1764705882352942,1,-9,1.0,-25,0.4444444444444444,17,24,7,9,4,4,4,0,0,4,13,14,34,-20,29,5,2018-08-05,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2018&limit=1000
2019,15366,North Carolina Courage,2019_15366,2019-06-29,0.4,train,Yes,0.4166666666666667,1.6,0.4,0.9,8,3,0.5,-1,0.4444444444444444,10,24,14,9,4,16,16,0,4,4,2,19,10,9,17,5,2019-06-29,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2019&limit=1000
2019,15360,Chicago Red Stars,2019_15360,2019-06-29,0.4,train,Yes,0.375,1.2222222222222223,0.3333333333333333,-0.1111111111111111,6,-3,0.75,-6,0.4444444444444444,9,24,15,9,4,11,11,0,3,2,4,13,14,-1,17,5,2019-06-23,No,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2019&limit=1000
2019,15362,Portland Thorns FC,2019_15362,2019-06-29,0.4,train,Yes,0.4166666666666667,1.9,0.5,0.7,11,5,0.0,2,0.4444444444444444,10,24,14,9,4,19,19,0,5,4,1,19,12,7,17,5,2019-06-29,Yes,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2019&limit=1000
2019,15363,Reign FC,2019_15363,2019-06-29,0.4,train,Yes,0.4166666666666667,1.7,0.4,0.2,11,4,0.3125,0,0.4444444444444444,10,24,14,9,4,17,17,0,4,5,1,11,9,2,17,5,2019-06-28,Yes,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2019&limit=1000
2019,15365,Washington Spirit,2019_15365,2019-06-29,0.4,train,No,0.4166666666666667,1.8,0.5,0.7,8,3,0.125,1,0.4444444444444444,10,24,14,9,4,18,18,0,5,3,2,14,7,7,17,5,2019-06-29,Yes,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2019&limit=1000
2019,19141,Utah Royals,2019_19141,2019-06-29,0.4,train,No,0.4166666666666667,1.7,0.5,0.1,7,-1,0.3125,0,0.4444444444444444,10,24,14,9,4,17,17,0,5,2,3,8,7,1,17,5,2019-06-28,Yes,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.nwsl/scoreboard?dates=2019&limit=1000
