season,team_id,team,metric,source_value,reconstructed_value,passed
2025,17346,Houston Dash,games_played,26.0,26,True
2025,17346,Houston Dash,points,30.0,30,True
2025,17346,Houston Dash,wins,8.0,8,True
2025,17346,Houston Dash,draws,6.0,6,True
2025,17346,Houston Dash,losses,12.0,12,True
2025,17346,Houston Dash,goals_for,27.0,27,True
2025,17346,Houston Dash,goals_against,39.0,39,True
2025,21422,Angel City FC,games_played,26.0,26,True
2025,21422,Angel City FC,points,27.0,27,True
2025,21422,Angel City FC,wins,7.0,7,True
2025,21422,Angel City FC,draws,6.0,6,True
2025,21422,Angel City FC,losses,13.0,13,True
2025,21422,Angel City FC,goals_for,31.0,31,True
2025,21422,Angel City FC,goals_against,41.0,41,True
2025,19141,Utah Royals,games_played,26.0,26,True
2025,19141,Utah Royals,points,25.0,25,True
2025,19141,Utah Royals,wins,6.0,6,True
2025,19141,Utah Royals,draws,7.0,7,True
2025,19141,Utah Royals,losses,13.0,13,True
2025,19141,Utah Royals,goals_for,28.0,28,True
2025,19141,Utah Royals,goals_against,42.0,42,True
2025,22187,Bay FC,games_played,26.0,26,True
2025,22187,Bay FC,points,20.0,20,True
2025,22187,Bay FC,wins,4.0,4,True
2025,22187,Bay FC,draws,8.0,8,True
2025,22187,Bay FC,losses,14.0,14,True
2025,22187,Bay FC,goals_for,26.0,26,True
2025,22187,Bay FC,goals_against,41.0,41,True
2025,15360,Chicago Stars FC,games_played,26.0,26,True
2025,15360,Chicago Stars FC,points,20.0,20,True
2025,15360,Chicago Stars FC,wins,3.0,3,True
2025,15360,Chicago Stars FC,draws,11.0,11,True
2025,15360,Chicago Stars FC,losses,12.0,12,True
2025,15360,Chicago Stars FC,goals_for,32.0,32,True
2025,15360,Chicago Stars FC,goals_against,54.0,54,True
2026,15364,Gotham FC,games_played,22.0,22,True
2026,15364,Gotham FC,points,45.0,45,True
2026,15364,Gotham FC,wins,13.0,13,True
2026,15364,Gotham FC,draws,6.0,6,True
2026,15364,Gotham FC,losses,3.0,3,True
2026,15364,Gotham FC,goals_for,27.0,27,True
2026,15364,Gotham FC,goals_against,14.0,14,True
2026,15365,Washington Spirit,games_played,22.0,22,True
2026,15365,Washington Spirit,points,40.0,40,True
2026,15365,Washington Spirit,wins,12.0,12,True
2026,15365,Washington Spirit,draws,4.0,4,True
2026,15365,Washington Spirit,losses,6.0,6,True
2026,15365,Washington Spirit,goals_for,31.0,31,True
2026,15365,Washington Spirit,goals_against,19.0,19,True
2026,19141,Utah Royals,games_played,22.0,22,True
2026,19141,Utah Royals,points,39.0,39,True
2026,19141,Utah Royals,wins,12.0,12,True
2026,19141,Utah Royals,draws,3.0,3,True
2026,19141,Utah Royals,losses,7.0,7,True
2026,19141,Utah Royals,goals_for,39.0,39,True
2026,19141,Utah Royals,goals_against,28.0,28,True
2026,21423,San Diego Wave FC,games_played,22.0,22,True
2026,21423,San Diego Wave FC,points,39.0,39,True
2026,21423,San Diego Wave FC,wins,12.0,12,True
2026,21423,San Diego Wave FC,draws,3.0,3,True
2026,21423,San Diego Wave FC,losses,7.0,7,True
2026,21423,San Diego Wave FC,goals_for,32.0,32,True
2026,21423,San Diego Wave FC,goals_against,25.0,25,True
2026,15362,Portland Thorns FC,games_played,22.0,22,True
2026,15362,Portland Thorns FC,points,38.0,38,True
2026,15362,Portland Thorns FC,wins,11.0,11,True
2026,15362,Portland Thorns FC,draws,5.0,5,True
2026,15362,Portland Thorns FC,losses,6.0,6,True
2026,15362,Portland Thorns FC,goals_for,36.0,36,True
2026,15362,Portland Thorns FC,goals_against,30.0,30,True
2026,15366,North Carolina Courage,games_played,22.0,22,True
2026,15366,North Carolina Courage,points,36.0,36,True
2026,15366,North Carolina Courage,wins,11.0,11,True
2026,15366,North Carolina Courage,draws,3.0,3,True
2026,15366,North Carolina Courage,losses,8.0,8,True
2026,15366,North Carolina Courage,goals_for,40.0,40,True
2026,15366,North Carolina Courage,goals_against,33.0,33,True
2026,20907,Kansas City Current,games_played,22.0,22,True
2026,20907,Kansas City Current,points,34.0,34,True
2026,20907,Kansas City Current,wins,10.0,10,True
2026,20907,Kansas City Current,draws,4.0,4,True
2026,20907,Kansas City Current,losses,8.0,8,True
2026,20907,Kansas City Current,goals_for,35.0,35,True
2026,20907,Kansas City Current,goals_against,31.0,31,True
2026,15363,Seattle Reign FC,games_played,21.0,21,True
2026,15363,Seattle Reign FC,points,31.0,31,True
2026,15363,Seattle Reign FC,wins,9.0,9,True
2026,15363,Seattle Reign FC,draws,4.0,4,True
2026,15363,Seattle Reign FC,losses,8.0,8,True
2026,15363,Seattle Reign FC,goals_for,26.0,26,True
2026,15363,Seattle Reign FC,goals_against,26.0,26,True
2026,21422,Angel City FC,games_played,21.0,21,True
2026,21422,Angel City FC,points,29.0,29,True
2026,21422,Angel City FC,wins,8.0,8,True
2026,21422,Angel City FC,draws,5.0,5,True
2026,21422,Angel City FC,losses,8.0,8,True
2026,21422,Angel City FC,goals_for,32.0,32,True
2026,21422,Angel City FC,goals_against,24.0,24,True
2026,131563,Denver Summit FC,games_played,21.0,21,True
2026,131563,Denver Summit FC,points,27.0,27,True
2026,131563,Denver Summit FC,wins,7.0,7,True
2026,131563,Denver Summit FC,draws,6.0,6,True
2026,131563,Denver Summit FC,losses,8.0,8,True
2026,131563,Denver Summit FC,goals_for,31.0,31,True
2026,131563,Denver Summit FC,goals_against,27.0,27,True
2026,17346,Houston Dash,games_played,22.0,22,True
2026,17346,Houston Dash,points,26.0,26,True
2026,17346,Houston Dash,wins,7.0,7,True
2026,17346,Houston Dash,draws,5.0,5,True
2026,17346,Houston Dash,losses,10.0,10,True
2026,17346,Houston Dash,goals_for,28.0,28,True
2026,17346,Houston Dash,goals_against,30.0,30,True
2026,18206,Orlando Pride,games_played,22.0,22,True
2026,18206,Orlando Pride,points,26.0,26,True
2026,18206,Orlando Pride,wins,8.0,8,True
2026,18206,Orlando Pride,draws,2.0,2,True
2026,18206,Orlando Pride,losses,12.0,12,True
2026,18206,Orlando Pride,goals_for,26.0,26,True
2026,18206,Orlando Pride,goals_against,33.0,33,True
2026,20905,Racing Louisville FC,games_played,22.0,22,True
2026,20905,Racing Louisville FC,points,23.0,23,True
2026,20905,Racing Louisville FC,wins,7.0,7,True
2026,20905,Racing Louisville FC,draws,2.0,2,True
2026,20905,Racing Louisville FC,losses,13.0,13,True
2026,20905,Racing Louisville FC,goals_for,34.0,34,True
2026,20905,Racing Louisville FC,goals_against,43.0,43,True
2026,22187,Bay FC,games_played,21.0,21,True
2026,22187,Bay FC,points,22.0,22,True
2026,22187,Bay FC,wins,6.0,6,True
2026,22187,Bay FC,draws,4.0,4,True
2026,22187,Bay FC,losses,11.0,11,True
2026,22187,Bay FC,goals_for,21.0,21,True
2026,22187,Bay FC,goals_against,28.0,28,True
2026,131562,Boston Legacy FC,games_played,22.0,22,True
2026,131562,Boston Legacy FC,points,20.0,20,True
2026,131562,Boston Legacy FC,wins,5.0,5,True
2026,131562,Boston Legacy FC,draws,5.0,5,True
2026,131562,Boston Legacy FC,losses,12.0,12,True
2026,131562,Boston Legacy FC,goals_for,26.0,26,True
2026,131562,Boston Legacy FC,goals_against,39.0,39,True
2026,15360,Chicago Stars FC,games_played,22.0,22,True
2026,15360,Chicago Stars FC,points,16.0,16,True
2026,15360,Chicago Stars FC,wins,5.0,5,True
2026,15360,Chicago Stars FC,draws,1.0,1,True
2026,15360,Chicago Stars FC,losses,16.0,16,True
2026,15360,Chicago Stars FC,goals_for,13.0,13,True
2026,15360,Chicago Stars FC,goals_against,47.0,47,True
